year,make,model,review,
2007,Honda,Civic,"Both my 1997 and 2001 Honda Civics gave me an average of 40 MPG, but admittedly I drove them in mostly suburban and highway driving.",
2007,Honda,Civic,"My 2007 is averaging 34 mpg, with a bigger engine than is usually in these cars.",
2007,Honda,Civic,"I live in Wisconsin, and my Civics have never failed to start in the Winter, when temps. can reach 15 degrees BELOW Zero.",
2007,Honda,Civic,"If America wants to hang onto its car market, it better make their Detroit cars as good as my Hondas, or they can put the For Sale sign on Chevy, Ford and Chrysler plants, nation wide.",
2007,Honda,Civic,I BOUGHT MY CIVIC SI A MONTH AGO. IT'S BLACK WITH THE BLUEISH METAL FLAKE YOU CAN SEE WHEN THE SUN HITS IT. I AM IN MY FORTYS AND IT IS A VERY EXCITING CAR TO DRIVE. I KEEP HAVING LITTLE BURNOUTS WHEN GOING INTO FIRST GEAR THE POWER IS AMAZING.....LOVE MY LITTLE BLACK BEAUTY.,
2007,Honda,Civic,"I have owned 5 Hondas over the years, and they all have one thing in common: They are excellent. Within the year, I bought a new Civic EX Nav. I am 65 and have never had so much fun driving, as with this car. I bought from Mike Piazza Honda in Langhorne, Pa, and they have given me better service when needed, than Lexus or Saturn. There are times when things go wrong that are the drivers fault. Piazza has been a model dealer. My son also got a Civic from them. A slick 2 door EX NAV and loaded. He knows that he has a car for the long term. His car has only been back for oil changes and minor maintenance. The sales/service staff are courteous, and one of the salesmen walked past me after a long time, and wished me a Happy Birthday. He was 2 days off. That is the sign of an agency that surrounds themselves with great talent.",
2007,Honda,Civic,You know that I'll be coming back.,
2007,Honda,Civic,"3. Rear view is poor, 90% blind spot for rear corner.",
2007,Honda,Civic,"4. uncomfortable rear seat,",
2007,Honda,Civic,5. 3000 miles on the car so far,
2007,Honda,Civic,"6. My Ex have 350 watts with 7 speakers & subwoofer and XM ready, I was expecting a better base and clear sound, but I was disappointed.",
2007,Honda,Civic,"7. XM ready is a joke, dealer said it will cost me nearly $800 to transform it to XM.",
2007,Honda,Civic,"8. other than above 7 items, it is a great car, looks great, handling is great, break is great.",
2007,Honda,Civic,TRADED IN MY 2000 CIVIC AND DROVE HOME THIS 2007 BEAUTY. TOOK ME A WHILE TO BELIEVE MY SONS ADVICE AND PURCHASE A HONDA IN GM/FORD COUNTRY BUT I AM OLDER AND RETIRED FROM THE GOVERNMENT AND WENT AHEAD WITH IT. THE KID OWNED A 1984 CIVIC CRX THAT WAS ON THE ROAD AND RUNNING STRONG FOR 16 YEARS. THE COMPRESSOR GAVE OUT AND THE REPAIR WAS MORE THAN THE VALUE OF THE CAR. BEING IN AZ HE KINDA NEEDED A WORKING A/C UNIT SO HE TRADED IN FOR A 1999 CIVIC VP AND STILL HAS IT WITH NO PROBLEMS. OH THE CRX HAD 320 K MILES AND THE ENGINE WAS RUNNING LIKE A TOP. MY 07 IS GREAT ON FUEL WITH MORE HP THAN THE 2000 MODEL. WE TAKE TRIPS TO WISCONSIN TAKING THE ROUTE OVER LAKE MICHIGAN AND THE 07 GETS A LITTLE OVER 40 PER GALLON ON LONG HAULS ON INTERSTATES. A GREAT VALUE AND A VERY DEPENDABLE PRODUCT.,
2007,Honda,Civic,"I've been buying a Honda since my first Honda Accord in 1977. I currently own a 98 Accord and a 07 CRV. Last year I purchased a 2007 Honda Civic and it turned out to be my worse car buying experience. After driving the car for one year, I've averaged 19.7 miles per gallon, the car has been brought back for numerous rattles and the rear tires jump off the ground whenever I go over small bumps in the road. The car went back to the dealer several times and I was told to go home because the Idiot light didn't come on to signal that anything was wrong. A month ago, I finally took my lost and sold the car. One more thing, before you buy, sit in the car and test the head rests. You'll find that after a long trip, your neck will be screaming at you to give it a rest..",
2007,Honda,Civic,"Thank you Honda, you lost a 30 year customer.",
2007,Honda,Civic,"I was a Jeep owner for my whole life. CJ-7, Wagoneer, Cherokee, Grand Cherokee. Never had a problem with my Jeeps, but for better fuel economy, I decided I'd buy a Civic 2 door. Plus, my wife (who knows nothing about cars) was nagging me to get a car instead of a Jeep. It was a base model, automatic. I am a heavy commuter, so the Grand Cherokee was not fuel efficent, plus it had 210,000 miles on it. I owned it for six months before trading it in for a Jeep Compass. The Honda was not as good as its reputation. I put over 200,000 on all of my Jeeps before trading them in. This Honda probably won't make it to 100,000. About a week after I sold it, I recieved a recall about the tires falling off. I brought it back so many times for the same problem, the transmission kept leaking and I kept hearing a rattleing noise coming from the back. The trunk leaked, and the windshield wipers stopped working right in the middle of a terrential downpour on the highway. I turned off the car, turned it back on again, and they would work fine. I did this about four times before they stopped working all together. The dealer was always rude and never fixed it properly. Contacted Honda, they ignored my 4 e-mails. I will be sure to purchase from Jeep in the future. My wife wanted a Honda Oddesey as a trade in to her Chrysler Town and Country, needless to say, we bought another Town and Country, 2008. Will never buy from Honda again. I will always buy from Chrysler in the future.",
2007,Honda,Civic,"THIS CAR IS GREAT..I BOUGHT A 2007 HONDA CIVIC SI AND HAVE HAD IT A MONTH AND LOVE IT..GREAT LOOKS HANDLING AND REALIABILITY AS WELL AS HONDA""S GREAT RESALE VALUE. THE CAR IS QUIET AND GETS GOOD FUEL ECONOMY..IT SHIFTS VERY SMOOTHLY AND HAS A GREAT STEREO..THE CAR IS MADE VERY SOLID..IT CAN ALSO GET YOU A SPEEDING TICKET IF YOUR NOT CAREFUL..I RECOMMEND A HONDA TO ANYONE LOOKING FOR REALIABILTY, RESALE VALUE AND GOOD TRANSPORTATION TO CONSIDER A HONDA...",
2007,Honda,Civic,"I debated on a Toyota, or honda. I have had a Camry in the past, but I tought I would try a Honda, they had great reviews. This was a big mistake, with in 3 months the alternator died, I had to get a tow, and what was worse, Honda never gave me a loaner. Now I have a recall for ABS, what next?From now on I am never buying a Honda product at all, not even a snowblower. From now on I will only buy Toyota's. I also wrote Honda, told them of my problems, no response from them at all. I guess when they get your hard earned bucks, they stop caring.",
2007,Honda,Civic,"Very unhappy, 2007 Civic owner.",
2007,Honda,Civic,Nice car but very pricey. I bought the car new and with 2 miles. The first two weeks I owned it I had to take to the shop for repair and now I have received a recall from the factory because of the ABS brake system could casue wheels to fall off causing accident. Where is all of the famed Japanese expertise at ??????? Shows you they are like Chevy and Ford and have probelms to.,
2007,Honda,Civic,Best thing about it is the stereo. It has no back seat to speak of so why not just make it a two seater like my S2000. If you are gonna but it check out the 4 door model and not this coupe as I think it would be much more comfortable to drive and use day to day.,
2007,Honda,Civic,piece of garbage worst car made,
2007,Honda,Civic,"I know it is early but on my first two tanks of gas, I am averaging 33.3 mpg. This is a little better than advertised. I have not had the opportunity to take it on a trip yet but look forward to it. The buying experience at Pensacola Honda was the best I have ever had and I have purchased a number of new vehicles. Strongly recommend this vehicle.",
2007,Honda,Civic,"I am driving a '95 Geo Prizm presently and it has been a very good and reliable car. I owned a new '76 Accord and an '82 Civic, both 5 speeds. The Accord was a first year model and a bit disappointing although I did get 150-some thousand out of it before the transmission went. I opted for my '82. I got 40 mpg, highway or city until I hit around 100,000 and then it went down to 36-37. I am skeptical about the really bad reviews I have read here. Most of the are signed AOL user. One said they only got 20 mpg. I don't believe that. They should have taken it back to Honda as soon as they found out. I think these ads are put in by competitors, although I have no proof. But more of a signature than AOL user would give more credence to the tales. I gave fictitious info so my letter would be printed.",
